Body 66 : 2979.371003	124.122162	0.000000	|	0.954634	0.005019	0.000000
Body 67 : -79.570123	-4701.086514	0.000000	|	-0.019855	-1.996143	0.000000
Body 68 : 920.321695	-708.080955	0.000000	|	0.389359	-0.247438	0.000000
Body 69 : 9514.185109	5444.604781	0.000000	|	3.008989	1.527482	0.000000
Body 70 : -13643.855479	103532.492320	0.000000	|	-4.763982	34.808210	0.000000
Body 71 : -2450.666427	-177.516190	0.000000	|	-1.215316	-0.425317	0.000000
Body 72 : -810.506128	-821.516521	0.000000	|	-0.705715	-0.533341	0.000000
Body 73 : 971.621449	1406.303326	0.000000	|	0.005971	0.416002	0.000000
Body 74 : -39376.909584	1945.652465	0.000000	|	-14.761094	0.635884	0.000000
Body 75 : 2940.470213	2374.846882	0.000000	|	0.942530	0.604668	0.000000
Body 76 : 14578.217115	4005.423110	0.000000	|	4.729095	1.198198	0.000000
Body 77 : 415.082190	-4082.026517	0.000000	|	0.056095	-1.450505	0.000000
Body 78 : 16780.565754	4670.839354	0.000000	|	5.735548	1.505925	0.000000
Body 79 : 1573.034764	930.261935	0.000000	|	1.980444	-0.495027	0.000000
Body 80 : 3126.162683	-2861.099262	0.000000	|	0.999693	-0.946059	0.000000
Body 81 : 15538.078659	8724.303106	0.000000	|	5.199841	2.837766	0.000000
Body 82 : -33860.947444	-3853.356834	0.000000	|	-11.652658	-1.407714	0.000000
Body 83 : 102448.406522	27162.227826	0.000000	|	34.234831	8.921649	0.000000
Body 84 : 1575.801346	-6043.775156	0.000000	|	0.481500	-2.354029	0.000000
Body 85 : 4902.401642	-7173.170561	0.000000	|	1.473774	-2.620819	0.000000
Body 86 : 1072.579889	2654.791467	0.000000	|	0.362948	0.644744	0.000000
Body 87 : -25190.173051	81754.276385	0.000000	|	-9.502835	30.362113	0.000000
Body 88 : 399.675576	2343.451731	0.000000	|	0.873428	2.369221	0.000000
Body 89 : -1229.471686	-762.739459	0.000000	|	-0.562922	-0.482017	0.000000
Body 90 : -4218.008382	1216.704676	0.000000	|	-2.171659	0.435138	0.000000
Body 91 : -381.963615	-1198.369564	0.000000	|	-0.035873	-0.576491	0.000000
Body 92 : -15931.002727	13477.604555	0.000000	|	-5.925699	4.806812	0.000000
Body 93 : 4828.612459	6527.081025	0.000000	|	1.380059	2.099712	0.000000
Body 94 : -19986.418862	-9680.547890	0.000000	|	-7.084827	-3.316339	0.000000
Body 95 : 932.753489	1211.189417	0.000000	|	0.342876	0.187241	0.000000
Body 96 : -2829.805027	3327.387636	0.000000	|	-0.890591	0.971519	0.000000
Body 97 : 2542.115731	-2075.877134	0.000000	|	0.927775	-1.016268	0.000000
Body 98 : 697.785767	-6177.817624	0.000000	|	0.147590	-2.644872	0.000000
Body 99 : -5536.041152	856.811758	0.000000	|	-2.335090	0.194442	0.000000
Body 100 : 50481.285225	-66087.144488	0.000000	|	16.970531	-22.435793	0.000000
Body 101 : 346.194366	3339.050315	0.000000	|	-0.146929	0.912044	0.000000
Body 102 : 3774.287448	-12.657493	0.000000	|	1.190733	-0.079589	0.000000
Body 103 : -4031.819564	656.017251	0.000000	|	-1.446571	0.171582	0.000000
Body 104 : 393.183987	467.933261	0.000000	|	-0.007645	0.236957	0.000000
Body 105 : 13933.699667	-7146.475266	0.000000	|	5.099184	-2.683149	0.000000
Body 106 : 37038.853804	18228.379881	0.000000	|	12.176924	6.056514	0.000000
Body 107 : -942.779688	10055.016734	0.000000	|	-0.448986	3.352735	0.000000
Body 108 : -1667.581713	-3444.636170	0.000000	|	-0.806213	-1.484997	0.000000
Body 109 : 1513.368800	-2178.175248	0.000000	|	0.410964	-0.649799	0.000000
Body 110 : -644190.079674	1714192.339383	0.000000	|	-215.216581	572.042373	0.000000
Body 111 : -255.468987	2739.099775	0.000000	|	-0.210157	0.840422	0.000000
Body 112 : 328.956075	2182.648676	0.000000	|	0.064705	0.612996	0.000000
Body 113 : -629.286164	-916.351157	0.000000	|	-0.323062	-0.620267	0.000000
Body 114 : 539.376347	637.950188	0.000000	|	0.285037	-0.294815	0.000000
Body 115 : -5.129639	805.727486	0.000000	|	0.133260	0.234683	0.000000
Body 116 : -4574.245531	-3378.389219	0.000000	|	-1.576479	-1.347772	0.000000
Body 117 : 7326.301455	-2368.518262	0.000000	|	2.470059	-1.085417	0.000000
Body 118 : 8265.651433	2824.074628	0.000000	|	2.337138	0.895950	0.000000
Body 119 : -8770.395974	-2172.402494	0.000000	|	-3.043983	-0.921841	0.000000
Body 120 : -1015.535267	-2406.015905	0.000000	|	-0.576741	-0.840563	0.000000
Body 121 : 3739560.285591	-9938013.816235	0.000000	|	1248.228829	-3317.861560	0.000000
Body 122 : -320.223520	5098.359321	0.000000	|	-0.282412	1.615065	0.000000
Body 123 : 14942.989558	77192.219677	0.000000	|	5.261685	27.731913	0.000000
Body 124 : 1631.906094	1670.970548	0.000000	|	0.532804	0.573496	0.000000
Body 125 : 2627.290980	-2129.413206	0.000000	|	0.626016	-0.926559	0.000000
Body 126 : -634.001156	-1818.233074	0.000000	|	-0.200583	-0.795022	0.000000
Body 127 : 117.943882	-12277.845713	0.000000	|	-0.121358	-4.119129	0.000000
Body 128 : -18323.986241	10868.586351	0.000000	|	-6.463535	3.564726	0.000000
Body 129 : -8924.701380	-4200.223000	0.000000	|	-2.968964	-1.512163	0.000000
Body 130 : -15467.494875	-6184.710660	0.000000	|	-5.525853	-2.345259	0.000000
Body 131 : -4335.623572	92.493899	0.000000	|	-1.546743	-0.207572	0.000000
Body 132 : 141810.182743	-202.573666	0.000000	|	52.555112	-0.164728	0.000000
Body 133 : 9938.509567	-7431.082627	0.000000	|	3.170457	-2.580181	0.000000
Body 134 : -5408.436082	1248.739069	0.000000	|	-2.203271	0.452864	0.000000
Body 135 : -1166.667471	1670.229455	0.000000	|	-0.534109	0.555466	0.000000
Body 136 : 21297.656133	-19625.212578	0.000000	|	7.627547	-7.225806	0.000000
Body 137 : 4768.523650	-1020.745335	0.000000	|	1.738680	-0.531351	0.000000
Body 138 : -6421.555601	1121.662911	0.000000	|	-2.378754	0.352875	0.000000
Body 139 : -7487.236825	4264.998627	0.000000	|	-2.799967	1.365835	0.000000
Body 140 : 2234.075641	-10513.355741	0.000000	|	0.931940	-5.308562	0.000000
Body 141 : -1233.709935	2635.577285	0.000000	|	-0.581980	0.809715	0.000000
Body 142 : 844.688083	190.180927	0.000000	|	0.138983	-0.198983	0.000000
Body 143 : 1222.222933	108.018229	0.000000	|	0.146641	-0.268349	0.000000
Body 144 : -3055.560328	4622.209822	0.000000	|	-1.043286	1.400160	0.000000
Body 145 : 3425.011061	3100.377788	0.000000	|	0.967508	0.900841	0.000000
Body 146 : 15915.386648	8391.931268	0.000000	|	9.226751	4.197284	0.000000
Body 147 : -40214.040133	-242644.988920	0.000000	|	-14.661082	-87.793772	0.000000
Body 148 : 1506.167127	1799.372900	0.000000	|	0.381420	0.370641	0.000000
Body 149 : 8297.735836	2845.207551	0.000000	|	2.749810	0.642261	0.000000
Body 150 : -1166.050636	-1233.802806	0.000000	|	-0.615058	-0.492256	0.000000
Body 151 : 8986.365189	4903.999529	0.000000	|	3.875484	2.370544	0.000000
Body 152 : 160.754277	4801.220517	0.000000	|	-0.093128	1.649091	0.000000
Body 153 : -107887.833531	-27792.115048	0.000000	|	-36.075003	-9.447875	0.000000
Body 154 : 9414.981117	4920.583727	0.000000	|	2.941093	1.449916	0.000000
Body 155 : 23320.646531	5697.795302	0.000000	|	7.645623	1.909823	0.000000
Body 156 : 3472.522866	2231.951672	0.000000	|	0.897308	0.708306	0.000000
Body 157 : 1033.834752	4241.358178	0.000000	|	0.243622	1.530114	0.000000
Body 158 : -14692.421020	-121004.590427	0.000000	|	-5.881544	-47.160361	0.000000
